"station_id","network_id","station_full_name","site_lon","site_lat","operational_from","operational_to","permanent_installation","oceanops_ref","wmo_code","wigos_id","EDMO_code","summary","DoA_estimation_method","calibration_type","calibration_link","last_calibration_date","institution_name","institution_website","manufacturer","transmit_central_frequency","number_of_transmit_antennas","number_of_receive_antennas","temporal_resolution","radial_QC_velocity_threshold","radial_QC_variance_threshold","radial_QC_temporal_derivative_threshold","radial_QC_median_filter_RCLim","radial_QC_median_filter_AngLim","radial_QC_median_filter_CurLim","radial_QC_average_radial_bearing_min","radial_QC_average_radial_bearing_max","radial_QC_radial_count_threshold","number_of_range_cells","EU_HFR_processing_flag","connected_to_NRT","connected_to_REP","radial_input_folder_path","radial_HFRnetCDF_folder_path","SDC_distribution_flag","SDC_OpenDAP_data_url","SDC_folder_path"
"BRNT","HFR-US-EastGulfCoast","Brant Beach","-74.1983","39.6155","2010-04-28",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Brant Beach, NJ (BRNT) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","13.45","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"BUES","HFR-COSYNA","Buesum","8.8578","54.1195","2007-02-09",NULL,"1","6204703","6204703","0-22000-0-6204703","2842","The data set consists of maps of radial velocity of the sea water surface current collected at Busum (BUSU) site in the German Bight (North Sea). Data are averaged over a time interval of 20 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","jochen.horstmann@hzg.de","2007-02-09","Helmholtz Zentrum Geesthacht","https://www.hzg.de","WERA","12.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/Radials_asc/BUES","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-COSYNA-BUES_v3","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/SDC/Radials"
"CALH","HFR-Madeira","Calheta	

","-17.1792","32.7211","2017-07-06",NULL,"0","1302555","1302555","0-22000-0-1302555","5226","The data set consists of maps of radial velocity of the sea water surface current collected at Calheta (CALH) site along the Southern coast of Madeira. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","rui.caldeira@oom.arditi.pt",NULL,"Oceanic Observatory of Madeira","https://oom.arditi.pt/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","20","0","0","0",,,"0",,
"CAMA","HFR-Gibraltar","CAMA","-5.81","36.09","2011-05-01",NULL,"1","6204731","6204731","0-22000-0-6204731","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Camarinal (CAMA) site in the Strait of Gibraltar. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es;plorente@puertos.es","2022-04-18","PUERTOS DEL ESTADO","http://www.puertos.es","Codar","26.28","1","1","60","2.5","1","1","5","30","1","210","315","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_ruv/CAMA","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Gibraltar-CAMA_v3","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/SDC/Radials"
"CAPE","HFR-US-EastGulfCoast","Rutgers Cape Shore Lab","-74.9124","39.0738","2017-05-22",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Rutgers Cape Shore Lab, NJ (CAPE) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","25.8","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"CARE","HFR-GoS","Punta Carena","14.1996","40.5363","2025-03-25",NULL,"1",,,,"5921","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the Gulf of Salerno (Tyrrhenian Sea) at Punta Carena (CARE) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","mauro.caccavale@na.ismar.cnr.it",NULL,"National Research Council - Institute of Marine Science, S.S. Napoli","http://www.ismar.cnr.it/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-GoS/Radials_ruv/CARE","/home/radarcombine/EU_HFR_NODE/HFR-GoS/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-GoS-CARE_v3","/home/radarcombine/EU_HFR_NODE/HFR-GoS/SDC/Radials"
"CARN","HFR-Gibraltar","CARN","-5.426","36.077","2011-05-01",NULL,"1","6103608","6103608","0-22000-0-6103608","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Punta Carnero (CARN) site in the Strait of Gibraltar. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es;plorente@puertos.es","2025-03-05","PUERTOS DEL ESTADO","http://www.puertos.es","Codar","26.28","1","1","60","2.5","1","1","5","30","1","0","360","200","101","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_ruv/CARN","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Gibraltar-CARN_v3","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/SDC/Radials"
"CAST","HFR-LaMMA","Castiglione della Pescaia","10.8788","42.7615","2021-06-22",NULL,"1","6103580","6103580","0-22000-0-6103580","5064","The data set consists of maps of radial velocity of the sea water surface current collected at Castiglione della Pescaia (CAST) site in the Tuscany Archipelago (Tyrrhenian Sea). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","boccacci@lamma.rete.toscana.it","2021-06-24","Consorzio LaMMA","http://www.lamma.rete.toscana.it/","CODAR","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","0","0","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_ruv/CAST","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-LaMMA-CAST_v3","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/SDC/Radials"
"CAT ","HFR-US-EastGulfCoast","St. Catherine's","-81.1336","31.6875","2009-03-13","2019-12-07","1",NULL,NULL,NULL,"1465","The data set consists of maps of radial velocity of the sea water surface current collected at St. Catherine's, GA (CAT) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"Skidaway Institute of Oceanography (SKIO)","https://www.skio.uga.edu/","WERA","8.444","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CBL1","HFR-US-WestCoast","Cape Blanco","-124.565","42.8367","2007-01-01",NULL,"1",NULL,NULL,NULL,"3807","The data set consists of maps of radial velocity of the sea water surface current collected at Cape Blanco, OR (CBL1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Oregon State University (OSU)","https://oregonstate.edu/","Codar","4.785","1","1","60","5","1","2","5","30","3","0","360","200","275","1","0","0",,,"0",,
"CDDO","HFR-US-PuertoRicoVirginIslands","Cabo Rojo","-67.1897","18.101","2009-02-24",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Cabo Rojo (CDDO) site along the Puerto Rico coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Universidad de Puerto Rico (UPR)","https://www.upr.edu/","Codar","13.4501","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"CDN ","HFR-US-EastGulfCoast","Crandon","-80.151","25.7135","2009-04-17","2017-08-18","1",NULL,NULL,NULL,"3829","The data set consists of maps of radial velocity of the sea water surface current collected at Crandon, FL (CDN) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Miami (UMiami)","https://welcome.miami.edu/","WERA","16.05","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CEDR","HFR-US-EastGulfCoast","Cedar Island","-75.5923","37.6729","2008-10-20","2020-02-02","1",NULL,NULL,NULL,"3806","The data set consists of maps of radial velocity of the sea water surface current collected at Cedar Island, VA (CEDR) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Old Dominion University (ODU)","https://www.odu.edu/","Codar","4.575","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CENC","HFR-CALYPSO","Ta' Cenc","14.2496","36.0186","2020-03-01",NULL,"1","6103596","6103596","0-22000-0-6103596","708","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars of the CALYPSO High Frequency Radar Network at Ta' Cenc (CENC) site in the Malta Channel. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","adam.gauci@um.edu.mt","2021-06-02","University of Malta","https://www.calypsosouth.eu","Codar","13.5","1","1","60","1","1","1","5","30","1","0","15","200","67","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_ruv/CENC","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-CALYPSO-CENC_v3",
"CEUT","HFR-Gibraltar","CEUT","-5.311","35.896","2011-05-01",NULL,"1","1201560","1201560","0-22000-0-1201560","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Ceuta (CEUT) site in the Strait of Gibraltar. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es;plorente@puertos.es","2025-03-05","PUERTOS DEL ESTADO","http://www.puertos.es","Codar","26.28","1","1","60","2.5","1","1","5","30","1","0","100","200","101","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_ruv/CEUT","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Gibraltar-CEUT_v3","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/SDC/Radials"
"CFER","HFR-MedNce","Cap Ferrat

","7.323","43.676","2015-04-01",NULL,"1","6103600","6103600","0-22000-0-6103600","3078","The data set consists of maps of radial velocity of the sea water surface current collected at Cap Ferrat (CFER) site in the North-Western Mediterranean Sea in the region of Nice. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","guerin@univ-tln.fr",NULL,"University of Toulon","http://hfradar.univ-tln.fr/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","20","0","0","0",,,"0",,
"CGRN","HFR-Granitola","Capo Granitola","12.6586","37.571","2018-04-20",NULL,"1","6103583","6103583","0-22000-0-6103583","120","The data set consists of maps of radial velocity of the sea water surface current and wave fields collected at Capo Granitola (CGRN) site in the Strait of Sicily (Mediterranean Sea). Data are averaged over a time interval of 15 minutes.","Beam Forming","Full","ddeponte@inogs.it",NULL,"Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS","https://www.ogs.it/","WERA","16.1","1","1","15","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Granitola/Radials_asc/CGRN","/home/radarcombine/EU_HFR_NODE/HFR-Granitola/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Granitola-CGRN_v3",
"CIES","HFR-Vigo",,"-8.901","42.2168","2017-09-01",NULL,"1","6204734","6204734","0-22000-0-6204734","2163",,"Direction Finding","APM","none","2012-12-10","University of Vigo","http://eddy.uvigo.es/","CODAR","46.8","1","1","30","1.2","1","1","1","30","1","0","0","2000","49","0","0","0","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_ruv\CIES","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_nc","0",,
"CLMH","HFR-US-EastGulfCoast","Clam Harbour","-62.8876","44.7238","2015-09-25","2019-08-15","1",NULL,NULL,NULL,"4955","The data set consists of maps of radial velocity of the sea water surface current collected at Clam Harbour, Nova Scotia (CLMH) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Meopar Incorporated","http://meopar.ca/","Codar","4.812","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"CMEN","HFR-MedNce","Menton

","7.521","43.782","2020-09-25",NULL,"1","6103602","6103602","0-22000-0-6103602","3078","The data set consists of maps of radial velocity of the sea water surface current collected at Menton (CMEN) site in the North-Western Mediterranean Sea in the region of Nice. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","guerin@univ-tln.fr",NULL,"University of Toulon","http://hfradar.univ-tln.fr/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","20","0","0","0",,,"0",,
